"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description"
"EC:1.13.11.27",7.76420103680438,6.28904704557232,2.09616579175946,3.00026222653575,0.0026974726807734,0.005994383735052,"4-hydroxyphenylpyruvate dioxygenase"
"EC:1.15.1.1",480.847588218205,0.236402179760943,0.0800349702206197,2.95373608697911,0.00313952365912656,0.00692541983630859,"Superoxide dismutase"
"EC:1.15.1.2",79.0346874328972,-4.39979865340072,0.415465842450475,-10.5900370231403,3.31460730812497e-26,3.10744435136716e-25,"Superoxide reductase"
"EC:1.16.3.1",200.84229630394,-2.81318409518882,0.448426539905753,-6.27345583912154,3.53121116107044e-10,1.50906459874805e-09,"Ferroxidase"
"EC:1.16.3.2",354.782353014067,-3.07838538433071,0.297700694939931,-10.340538119845,4.6193627017275e-25,4.10002606662204e-24,"Bacterial non-heme ferritin"
"EC:1.17.1.2",267.226056936718,-3.34298906424106,0.335457521578761,-9.96546164327448,2.15868645107917e-23,1.81911779585323e-22,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase"
"EC:1.17.4.1",702.314160412487,1.331801139484,0.181801420935642,7.32558157482972,2.37864882232041e-13,1.28807697959589e-12,"Ribonucleoside-diphosphate reductase"
"EC:1.17.4.2",612.466675512584,-0.554883325869931,0.104238359174954,-5.32321623500053,1.01948435703868e-07,3.53170100590767e-07,"Ribonucleoside-triphosphate reductase"
"EC:1.17.7.1",234.991800003719,-3.32222627913255,0.30488789027182,-10.8965504539083,1.19710032788997e-27,1.15848418828062e-26,"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)"
"EC:1.17.7.3",234.991800003719,-3.32222627913255,0.30488789027182,-10.8965504539083,1.19710032788997e-27,1.15848418828062e-26,"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)"
"EC:1.18.1.2",141.612642243186,-3.52235919824972,0.557964494649034,-6.31287336744487,2.73901617367551e-10,1.18401275519114e-09,"Ferredoxin--NADP(+) reductase"
"EC:1.2.1.10",331.324228076337,1.3339943168347,0.180426893648996,7.39354477514791,1.42965276864273e-13,7.85523499254247e-13,"Acetaldehyde dehydrogenase (acetylating)"
"EC:1.2.1.12",740.073014082924,1.00857309955855,0.0617611591060737,16.3302165010593,6.01704471513105e-60,1.64101219503574e-58,"Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)"
"EC:1.2.1.16",17.1109593515996,4.75047571991165,1.51197835126863,3.14189400656811,0.00167858790326695,0.00384409443496248,"Succinate-semialdehyde dehydrogenase (NAD(P)(+))"
"EC:1.2.1.20",13.7579673125921,4.53029996890281,1.52395989719176,2.97271599945045,0.00295177435226686,0.00653047423067889,"Glutarate-semialdehyde dehydrogenase"
"EC:1.2.1.79",13.7579673125921,4.53029996890281,1.52395989719176,2.97271599945045,0.00295177435226686,0.00653047423067889,"Succinate-semialdehyde dehydrogenase (NADP(+))"
"EC:1.2.1.8",6.22328362123287,5.96726616851931,2.1044405993271,2.83555932651525,0.00457455178808554,0.00987313335558031,"Betaine-aldehyde dehydrogenase"
"EC:1.2.1.87",24.347959238549,-3.85339216161571,0.918985425078076,-4.19309387990384,2.75175495108851e-05,7.47759497578399e-05,"Propanal dehydrogenase (CoA-propanoylating)"
"EC:1.2.3.3",490.756843941161,10.9954179235052,0.657011250479151,16.7355093470414,7.22365503796907e-63,2.25739219936534e-61,"Pyruvate oxidase"
"EC:1.2.4.1",525.95748028761,5.24570312373282,0.315819607380679,16.6098082612389,5.9182061020234e-62,1.70717483712213e-60,"Pyruvate dehydrogenase (acetyl-transferring)"
"EC:1.2.4.4",99.5404207920168,-2.23547746768605,0.545166687433974,-4.10053937486192,4.12188292340086e-05,0.000109819260836613,"3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)"
"EC:1.2.5.1",95.4550370902966,-2.48728539206828,0.48028730927698,-5.17874477219192,2.23383837241035e-07,7.58089945388129e-07,"Pyruvate dehydrogenase (quinone)"
"EC:1.2.7.1",609.870215729249,-0.571541529070358,0.187488479250717,-3.04840879479357,0.0023005673516364,0.00515052392157404,"Pyruvate synthase"
"EC:1.2.7.11",439.065262967885,-2.99379234786558,0.338421676422149,-8.84633744361902,9.04385115309725e-19,6.19441859801182e-18,"2-oxoacid oxidoreductase (ferredoxin)"
"EC:1.2.7.3",668.183084648931,-3.01619934982934,0.32429067803409,-9.30091289738606,1.3924492862762e-20,1.02385976932074e-19,"2-oxoglutarate synthase"
"EC:1.2.7.4",5.17578483866414,-4.97524632365685,1.40924576478384,-3.53043198566573,0.000414881669228459,0.00100212963581753,"Carbon-monoxide dehydrogenase (ferredoxin)"
"EC:1.2.7.8",332.96630800864,-3.35757393580997,0.293651234047913,-11.4338832823094,2.83156259688775e-30,3.07778543139973e-29,"Indolepyruvate ferredoxin oxidoreductase"
"EC:1.2.99.2",141.262199203678,-2.90936243821448,0.700024978798427,-4.15608374890895,3.23749189963106e-05,8.74997810711099e-05,"Carbon-monoxide dehydrogenase (acceptor)"
"EC:1.20.4.1",741.113399092686,0.985590260168746,0.0679169176271535,14.5117048093876,1.02149858525661e-47,1.76120445733898e-46,"Arsenate reductase (glutaredoxin)"
"EC:1.21.4.1",233.080432769994,-5.03760732077095,1.24286271146635,-4.05322910913267,5.05154865389395e-05,0.000133403573606354,"D-proline reductase (dithiol)"
"EC:1.21.4.2",299.92119603186,-4.98272302880009,1.29469248005792,-3.84857648093945,0.000118806205801135,0.000306244844022466,"Glycine reductase"
"EC:1.21.4.4",26.4367095653103,-5.41924048987743,1.19992640636473,-4.516310718001,6.29263122348258e-06,1.81169804898731e-05,"Betaine reductase"
"EC:1.21.98.1",4.80166936707538,-4.33058975077374,1.31625914928852,-3.29007380736123,0.0010016110649651,0.00235119968301666,"Cyclic dehypoxanthinyl futalosine synthase"
"EC:1.3.1.10",360.316836657943,1.22569474847332,0.26498345072937,4.62555206787283,3.73601933962076e-06,1.09240331567858e-05,"Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)"
"EC:1.3.1.106",55.6520518658804,-3.14394284800896,0.715158768762325,-4.39614668145642,1.10189486850051e-05,3.10684643374204e-05,"Cobalt-precorrin-6A reductase"
"EC:1.3.1.22",346.357755037366,1.29337908490624,0.271644416305342,4.76129457213805,1.92355036696859e-06,5.78221553196972e-06,"3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+))"
"EC:1.3.1.31",24.5456134955524,-3.86558339901856,0.913482596334186,-4.23169901050242,2.31932649866866e-05,6.37177609524356e-05,"2-enoate reductase"
"EC:1.3.1.54",55.6520518658804,-3.14394284800896,0.715158768762325,-4.39614668145642,1.10189486850051e-05,3.10684643374204e-05,"Precorrin-6A reductase"
"EC:1.3.1.76",122.233985289615,-3.44651241167905,0.647114849819132,-5.32596711795803,1.00417297314126e-07,3.48671171229604e-07,"Precorrin-2 dehydrogenase"
"EC:1.3.1.9",836.16584845468,0.570986253235205,0.105290231960826,5.42297459699439,5.86153253073344e-08,2.08154989270669e-07,"Enoyl-[acyl-carrier-protein] reductase (NADH)"
"EC:1.3.5.1",246.104977661723,-2.52492161008442,0.441816209695635,-5.71486865958094,1.09788787295987e-08,4.16919445427797e-08,"Succinate dehydrogenase (quinone)"
"EC:1.3.98.1",346.465768048499,1.28348889433578,0.293348508717067,4.37530396847423,1.21263377316254e-05,3.39990777522208e-05,"Dihydroorotate oxidase (fumarate)"
"EC:1.3.99.22",728.719982340328,-0.783427332740732,0.0909941932111035,-8.60964095723347,7.32897560500079e-18,4.80063904257694e-17,"Coproporphyrinogen dehydrogenase"
"EC:1.4.1.1",98.5345954722912,-4.19865804727742,0.60339223454105,-6.95842241070767,3.44104165007426e-12,1.68678512258542e-11,"Alanine dehydrogenase"
"EC:1.4.1.16",217.67286851638,-3.62021355921383,0.202050428839161,-17.917376270929,8.63036746786816e-72,3.23638780045056e-70,"Diaminopimelate dehydrogenase"
"EC:1.4.1.21",8.48594882499001,-3.32748629264139,0.941133816821975,-3.53561441865692,0.00040682802299116,0.000984261345946356,"Aspartate dehydrogenase"
"EC:1.4.1.4",339.085108963046,-3.25784855104686,0.26732748173525,-12.1867326542705,3.65795420370831e-34,4.25343512059106e-33,"Glutamate dehydrogenase (NADP(+))"
"EC:1.4.3.16",213.166989700389,-3.18826873097138,0.314815840933187,-10.1274088416918,4.17568094793294e-24,3.62053261381469e-23,"L-aspartate oxidase"
"EC:1.4.3.5",96.7091546727498,-2.28286732119111,0.529594276400585,-4.31059666412322,1.62814637106091e-05,4.50594014131249e-05,"Pyridoxal 5'-phosphate synthase"
"EC:1.4.4.2",145.063031530444,-2.60894850244297,0.401812009181327,-6.49295800729944,8.4167155781925e-11,3.73522880689016e-10,"Glycine dehydrogenase (aminomethyl-transferring)"
"EC:1.4.7.1",114.04862190783,-4.39773925733181,0.450994480694883,-9.75120416231229,1.8229297403585e-22,1.45784242302754e-21,"Glutamate synthase (ferredoxin)"
"EC:1.5.1.24",245.039504016969,11.8541905923617,0.92530877388035,12.8110647245354,1.42170283124234e-37,1.83840883350303e-36,"N(5)-(carboxyethyl)ornithine synthase"
"EC:1.5.1.39",49.0942206828032,-3.75545346355237,0.577998267550359,-6.4973438060092,8.17504953528373e-11,3.63874608395418e-10,"FMN reductase (NAD(P)H)"
"EC:1.5.1.7",149.326557110391,-3.3498500895517,0.327450227584465,-10.2301046307492,1.45362242298905e-24,1.28260802028445e-23,"Saccharopine dehydrogenase (NAD(+), L-lysine-forming)"
"EC:1.6.5.2",265.367862321058,5.04670860684113,0.627292696253106,8.04522137271122,8.60896588021274e-16,5.16537952812764e-15,"NAD(P)H dehydrogenase (quinone)"
"EC:1.6.5.3",1297.06376346482,-2.75105093657239,0.3387381159152,-8.12146849532899,4.60576395049802e-16,2.80839265274269e-15,"NADH:ubiquinone reductase (H(+)-translocating)"
"EC:1.6.99.3",611.593079617956,2.11328976269625,0.251466800217943,8.40385196322015,4.32067290695753e-17,2.73460310566933e-16,"NADH dehydrogenase"
"EC:1.7.1.13",114.145666346141,-2.55376845237106,0.461117641809242,-5.5382145917278,3.05570711972429e-08,1.10982098779332e-07,"PreQ(1) synthase"
"EC:1.7.1.7",252.062690265286,5.36993806997557,0.33934246875642,15.8245388196021,2.10737553756095e-56,4.78948985809307e-55,"GMP reductase"
"EC:1.7.2.2",94.1786917112085,-2.95526689786082,0.435563506140497,-6.78492769986005,1.16144660943434e-11,5.548311828508e-11,"Nitrite reductase (cytochrome; ammonia-forming)"
"EC:1.7.7.1",32.4988172667911,-3.33403834626952,0.912623882067948,-3.65324468467207,0.00025894725733797,0.000650621249592889,"Ferredoxin--nitrite reductase"
"EC:1.7.99.1",156.396600073803,-3.4433327371613,0.315847891756234,-10.9018702579114,1.12912204241262e-27,1.12164441299267e-26,"Hydroxylamine reductase"
"EC:1.8.1.2",13.7566302105852,5.61255460390095,1.78883185071525,3.13755292408105,0.00170364514558471,0.00389553005850163,"Assimilatory sulfite reductase (NADPH)"
"EC:1.8.1.7",495.798143098734,9.62959373916828,0.415879936058021,23.1547446853142,1.30224881475738e-118,1.77579383830552e-116,"Glutathione-disulfide reductase"
"EC:1.8.1.8",111.375194191615,-2.18463565128747,0.526403521435679,-4.1501159515978,3.32306893255944e-05,8.96511402668913e-05,"Protein-disulfide reductase"
"EC:1.8.1.9",845.779370374502,0.466606247507983,0.0670918829066664,6.95473472039969,3.53226074759286e-12,1.72586030012681e-11,"Thioredoxin-disulfide reductase"
"EC:1.8.4.11",631.89916536832,1.94033722895013,0.227422825101607,8.53184911445559,1.44026827553368e-17,9.35239139956937e-17,"Peptide-methionine (S)-S-oxide reductase"
"EC:1.8.4.12",378.84272122635,1.07308241418795,0.245055654255307,4.37893350165255,1.19261513178411e-05,3.35004250501155e-05,"Peptide-methionine (R)-S-oxide reductase"
"EC:1.8.5.2",5.59704344015728,-4.56090678229789,1.36996342549506,-3.32921791736865,0.000870902339034628,0.00206049449298414,"Thiosulfate dehydrogenase (quinone)"
"EC:1.8.5.3",5.27127670813201,-5.00169943260555,1.38125607203863,-3.62112394208222,0.000293325940833156,0.00072712328622197,"Dimethylsulfoxide reductase"
"EC:1.8.98.1",73.2662176143817,-4.16942913448693,0.895516350152585,-4.65589392508189,3.22577993969344e-06,9.48758805792189e-06,"CoB--CoM heterodisulfide reductase"
"EC:1.97.1.4",1433.25040795155,-0.881012793309531,0.0895972435110832,-9.8330345754504,8.1136345557655e-23,6.72400653792721e-22,"[Formate-C-acetyltransferase]-activating enzyme"
"EC:1.97.1.9",28.9832624879323,-3.81394429436498,0.763061270260933,-4.99821500973411,5.78634456120445e-07,1.8467057110227e-06,"Selenate reductase"
"EC:2.1.1.10",9.66425669988043,-4.34005584494905,1.19523207281374,-3.63114071623927,0.000282171273727958,0.000705428184319896,"Homocysteine S-methyltransferase"
"EC:2.1.1.107",156.723088051153,-2.87327225880334,0.740639818745577,-3.87944610332969,0.00010469459481264,0.000271698775465328,"Uroporphyrinogen-III C-methyltransferase"
"EC:2.1.1.13",246.693651917485,-3.21274715448947,0.371401389954778,-8.65033691683453,5.13476101811284e-18,3.37813224875845e-17,"Methionine synthase"
"EC:2.1.1.130",84.880130037002,-3.65307662754874,0.644901070851355,-5.66455351473707,1.47407853708707e-08,5.5277945140765e-08,"Precorrin-2 C(20)-methyltransferase"
"EC:2.1.1.131",92.3267498110767,-3.74779202268749,0.641056567098975,-5.84627350383082,5.02707255137726e-09,1.96882736999109e-08,"Precorrin-3B C(17)-methyltransferase"
"EC:2.1.1.132",115.298405751931,-3.91423485172845,0.575599317009824,-6.8002770956409,1.04418115624443e-11,5.00406304909471e-11,"Precorrin-6B C(5,15)-methyltransferase (decarboxylating)"
"EC:2.1.1.133",93.0261218553669,-3.7595714346583,0.640066096546196,-5.8737237528202,4.26113223686815e-09,1.7090102554284e-08,"Precorrin-4 C(11)-methyltransferase"
"EC:2.1.1.14",506.82920696614,5.90569372616247,0.665948668824148,8.8680914950848,7.44101804663938e-19,5.11996654585278e-18,"5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"
"EC:2.1.1.148",8.90223990308741,-3.51405931594178,1.10817819487989,-3.17102369652982,0.00151902751170081,0.00351084941071066,"Thymidylate synthase (FAD)"
"EC:2.1.1.151",84.880130037002,-3.65307662754874,0.644901070851355,-5.66455351473707,1.47407853708707e-08,5.5277945140765e-08,"Cobalt-factor II C(20)-methyltransferase"
"EC:2.1.1.163",366.73906756889,1.1468470755774,0.242643671984637,4.72646604049912,2.28460978549129e-06,6.78596965987513e-06,"Demethylmenaquinone methyltransferase"
"EC:2.1.1.171",276.973061039731,3.09713673915795,0.296238536863358,10.4548745478936,1.39182849443177e-25,1.26529863130161e-24,"16S rRNA (guanine(966)-N(2))-methyltransferase"
"EC:2.1.1.172",263.779109986685,4.21327346834742,0.421528580688233,9.99522609230525,1.59921877833956e-23,1.35527015113522e-22,"16S rRNA (guanine(1207)-N(2))-methyltransferase"
"EC:2.1.1.176",386.847272095383,0.768270865636645,0.202145992648117,3.80057430559111,0.000144361120008449,0.000370790547966907,"16S rRNA (cytosine(967)-C(5))-methyltransferase"
"EC:2.1.1.181",93.7815785536808,-2.43177136082179,0.498648884743993,-4.87672074523993,1.07863967579044e-06,3.37074898684514e-06,"23S rRNA (adenine(1618)-N(6))-methyltransferase"
"EC:2.1.1.187",513.236765883134,4.45568144106975,0.265485076818954,16.7831709957403,3.24060256819191e-63,1.03423486218891e-61,"23S rRNA (guanine(745)-N(1))-methyltransferase"
"EC:2.1.1.190",602.447178452852,-0.48763064439755,0.107496909028757,-4.53622944885888,5.72688736251379e-06,1.65198673918667e-05,"23S rRNA (uracil(1939)-C(5))-methyltransferase"
"EC:2.1.1.195",90.759715927696,-4.94492246506807,0.505703175411517,-9.77831009473914,1.39520533677147e-22,1.14361093177989e-21,"Cobalt-precorrin-5B (C(1))-methyltransferase"
"EC:2.1.1.197",105.291864309825,-2.64772831492021,0.435034845020096,-6.0862442290063,1.15590076593099e-09,4.77644944599582e-09,"Malonyl-[acyl-carrier protein] O-methyltransferase"
"EC:2.1.1.198",591.404327512439,-0.347317622518864,0.112584899057369,-3.08493968042628,0.00203593438854154,0.0045992493717053,"16S rRNA (cytidine(1402)-2'-O)-methyltransferase"
"EC:2.1.1.201",366.73906756889,1.1468470755774,0.242643671984637,4.72646604049912,2.28460978549129e-06,6.78596965987513e-06,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase"
"EC:2.1.1.207",383.58404077246,0.755543295107751,0.203091984194184,3.72020243982327,0.00019906315251062,0.00050353242624946,"tRNA (cytidine(34)-2'-O)-methyltransferase"
"EC:2.1.1.217",377.286530912819,0.781623101421006,0.208311196770352,3.75218957760916,0.00017529682221056,0.000445669886976,"tRNA (adenine(22)-N(1))-methyltransferase"
"EC:2.1.1.223",195.023163277523,-3.39061647345542,0.268995603616104,-12.6047282107046,1.98856916470063e-36,2.46516838599252e-35,"tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase"
"EC:2.1.1.226",380.126980549112,0.741381797628451,0.205706596027114,3.60407401584113,0.000313267781535491,0.000767813190037969,"23S rRNA (cytidine(1920)-2'-O)-methyltransferase"
"EC:2.1.1.227",380.126980549112,0.741381797628451,0.205706596027114,3.60407401584113,0.000313267781535491,0.000767813190037969,"16S rRNA (cytidine(1409)-2'-O)-methyltransferase"
"EC:2.1.1.245",4.23387825744842,-4.68527771933775,1.49650961464703,-3.13080362029136,0.00174328691355835,0.00397405831358286,"Co-methyltransferase"
"EC:2.1.1.246",20.9131727400235,-4.7395470150618,0.833589506756307,-5.6857085851578,1.30271373374251e-08,4.92209219298178e-08,"methyltransferase"
"EC:2.1.1.271",93.0261218553669,-3.7595714346583,0.640066096546196,-5.8737237528202,4.26113223686815e-09,1.7090102554284e-08,"Cobalt-precorrin-4 methyltransferase"
"EC:2.1.1.45",456.03505737458,0.280602701329536,0.0907777704163748,3.09109487975395,0.00199419900965227,0.00451176246527663,"Thymidylate synthase"
"EC:2.1.1.72",1397.28925578895,-0.804023807884667,0.120016014405162,-6.69930435425359,2.09414031069756e-11,9.81628270639479e-11,"Site-specific DNA-methyltransferase (adenine-specific)"
"EC:2.1.1.74",270.004025010032,3.18993025714052,0.239187756669635,13.3365114567567,1.41948275955703e-40,2.06720790226753e-39,"(FADH(2)-oxidizing)"
"EC:2.1.1.79",277.316404094945,3.57209972492558,0.133740960331863,26.7090928318581,3.69081509618752e-157,2.76811132214064e-154,"Cyclopropane-fatty-acyl-phospholipid synthase"
"EC:2.1.2.10",120.528258590097,-2.25053022774853,0.498433057648319,-4.51521060494434,6.3253872172343e-06,1.81764000495238e-05,"Aminomethyltransferase"
